SITEID,DATE,ONSITE_POA,ONSITE_GHI,SATELLITE_GHI,SATELLITE_POA,PREF_ONSITE,PREF_SATELLITE,IRRADIANCE_TYPE,STATE,SIZE_KW_DC,METER_ENERGY,INV_TOTAL_ENERGY,DAILY_RATIO,GOOD_HOURS,TOTAL_HOURS,PCT_GOOD_HOURS
SP-144,2026-02-25,0.0,0.0,4727.0,6725.0,0.0,4727.0,1.0,OH,17985.0,97016.0,98417.0,0.0,0.0,14,0.0
SP-144,2026-02-26,0.0,0.0,4447.0,6127.0,0.0,4447.0,1.0,OH,17985.0,84216.0,85352.0,0.0,0.0,14,0.0
SP-144,2026-02-27,0.0,0.0,4453.0,6091.0,0.0,4453.0,1.0,OH,17985.0,83856.0,85059.0,0.0,0.0,14,0.0
SP-144,2026-02-28,0.0,0.0,4157.0,5480.0,0.0,4157.0,1.0,OH,17985.0,80220.0,81280.0,0.0,0.0,14,0.0
SP-144,2026-03-01,0.0,0.0,3326.0,4330.0,0.0,3326.0,1.0,OH,17985.0,67996.0,68945.0,0.0,0.0,14,0.0
SP-144,2026-03-02,0.0,0.0,2242.0,2343.0,0.0,2242.0,1.0,OH,17985.0,42292.0,42789.0,0.0,0.0,14,0.0
SP-144,2026-03-03,0.0,0.0,606.0,587.0,0.0,606.0,1.0,OH,17985.0,8100.0,8335.0,0.0,0.0,14,0.0
SP-144,2026-03-04,0.0,0.0,1376.0,1336.0,0.0,1376.0,1.0,OH,17985.0,23520.0,23797.0,0.0,0.0,14,0.0
SP-144,2026-03-05,0.0,0.0,1326.0,1296.0,0.0,1326.0,1.0,OH,17985.0,21208.0,21491.0,0.0,0.0,14,0.0
SP-144,2026-03-06,0.0,0.0,3518.0,4201.0,0.0,3518.0,1.0,OH,17985.0,67344.0,68184.0,0.0,0.0,14,0.0
SP-144,2026-03-07,0.0,0.0,849.0,824.0,0.0,849.0,1.0,OH,17985.0,14132.0,14334.0,0.0,0.0,14,0.0
SP-144,2026-03-08,0.0,0.0,5316.0,7071.0,0.0,5316.0,1.0,OH,17985.0,99468.0,100977.0,0.0,0.0,14,0.0
SP-144,2026-03-09,0.0,0.0,5300.0,7065.0,0.0,5300.0,1.0,OH,17985.0,101464.0,102917.0,0.0,0.0,14,0.0
SP-144,2026-03-10,0.0,0.0,2851.0,3393.0,0.0,2851.0,1.0,OH,17985.0,52940.0,53619.0,0.0,0.0,14,0.0
SP-144,2026-03-11,0.0,0.0,1389.0,1359.0,0.0,1389.0,1.0,OH,17985.0,24372.0,24738.0,0.0,0.0,14,0.0
SP-145,2026-02-10,3862.576,3287.818,3927.0,5104.0,3287.818,3927.0,1.0,AZ,278.64,917.626,918.998,0.8372340208810798,3.0,14,0.21428571428571427
SP-145,2026-02-11,3057.159,2641.781,3274.0,3936.0,2641.781,3274.0,1.0,AZ,278.64,705.874,707.0,0.8068970678069639,3.0,14,0.21428571428571427
SP-145,2026-02-12,4713.198,4027.509,4530.0,6214.0,4027.509,4530.0,1.0,AZ,278.64,1104.001,1105.001,0.8890748344370861,3.0,14,0.21428571428571427
SP-145,2026-02-13,1663.182,1476.562,2202.0,2369.0,1476.562,2202.0,1.0,AZ,278.64,397.502,399.003,0.6705549500454132,2.0,14,0.14285714285714285
SP-145,2026-02-14,5086.494,4357.382,4799.0,6589.0,4357.382,4799.0,1.0,AZ,278.64,1193.25,1195.003,0.9079770785580329,3.0,14,0.21428571428571427
SP-145,2026-02-15,4775.658,4094.853,4702.0,6365.0,4094.853,4702.0,1.0,AZ,278.64,1117.75,1117.998,0.8708747341556784,3.0,14,0.21428571428571427
SP-145,2026-02-16,2288.033,2011.932,2785.0,3011.0,2011.932,2785.0,1.0,AZ,278.64,537.249,539.0,0.7224172351885099,3.0,14,0.21428571428571427
SP-145,2026-02-17,4547.21,3926.601,4424.0,5727.0,3926.601,4424.0,1.0,AZ,278.64,1055.124,1055.002,0.8875680379746835,3.0,14,0.21428571428571427
SP-145,2026-02-18,3731.808,3243.3559999999998,3236.0,3768.0,3243.3559999999998,3236.0,1.0,AZ,278.64,874.875,876.998,1.002273176761434,4.0,14,0.2857142857142857
SP-145,2026-02-19,5699.537,4929.592,5122.0,6891.0,4929.592,5122.0,1.0,AZ,278.64,1349.875,1352.0,0.9624349863334635,3.0,14,0.21428571428571427
SP-145,2026-02-20,5631.4839999999995,4878.905,5070.0,6716.0,4878.905,5070.0,1.0,AZ,278.64,1310.876,1313.999,0.9623086785009861,3.0,14,0.21428571428571427
SP-145,2026-02-21,5902.551,5117.103,5349.0,7168.0,5117.103,5349.0,1.0,AZ,278.64,1379.001,1379.999,0.95664666292765,3.0,14,0.21428571428571427
SP-145,2026-02-22,5821.928,5063.577,5221.0,6917.0,5063.577,5221.0,1.0,AZ,278.64,1347.499,1351.999,0.9698481133882398,3.0,14,0.21428571428571427
SP-145,2026-02-23,5448.631,4749.028,5157.0,6760.0,4749.028,5157.0,1.0,AZ,278.64,1257.875,1260.001,0.9208896645336436,2.0,14,0.14285714285714285
SP-145,2026-02-24,5173.323,4528.87,4981.0,6451.0,4528.87,4981.0,1.0,AZ,278.64,1201.374,1202.999,0.9092290704677776,4.0,14,0.2857142857142857
SP-145,2026-02-25,5494.207,4810.074,5114.0,6626.0,4810.074,5114.0,1.0,AZ,278.64,1274.626,1279.0,0.9405698083691826,4.0,14,0.2857142857142857
SP-145,2026-02-26,5277.278,4634.457,5127.0,6614.0,4634.457,5127.0,1.0,AZ,278.64,1217.001,1218.997,0.9039315389116443,2.0,14,0.14285714285714285
SP-145,2026-02-27,5513.604,4853.483,5310.0,6850.0,4853.483,5310.0,1.0,AZ,278.64,1249.372,1253.001,0.9140269303201507,3.0,14,0.21428571428571427
SP-145,2026-02-28,5419.937,4782.201,5354.0,6838.0,4782.201,5354.0,1.0,AZ,278.64,1237.626,1241.001,0.8932015315651849,3.0,14,0.21428571428571427
SP-145,2026-03-01,5742.812,5075.479,5444.0,6929.0,5075.479,5444.0,1.0,AZ,278.64,1300.874,1303.998,0.932306943423953,3.0,14,0.21428571428571427
SP-145,2026-03-02,5987.107,5299.421,5663.0,7273.0,5299.421,5663.0,1.0,AZ,278.64,1358.628,1363.0,0.9357974571781742,3.0,14,0.21428571428571427
SP-145,2026-03-03,6086.217,5395.534,5749.0,7353.0,5395.534,5749.0,1.0,AZ,278.64,1384.624,1390.002,0.9385169594712123,4.0,14,0.2857142857142857
SP-145,2026-03-04,5649.9130000000005,5024.319,5711.0,7223.0,5024.319,5711.0,1.0,AZ,278.64,1274.374,1276.999,0.8797616879705832,4.0,14,0.2857142857142857
SP-145,2026-03-05,6078.22,5408.055,5766.0,7274.0,5408.055,5766.0,1.0,AZ,278.64,1396.499,1398.999,0.9379214360041623,4.0,14,0.2857142857142857
SP-145,2026-03-06,6342.844,5655.495,6005.0,7568.0,5655.495,6005.0,1.0,AZ,278.64,1448.375,1453.001,0.9417976686094921,3.0,14,0.21428571428571427
SP-145,2026-03-07,6411.849,5729.5289999999995,6000.0,7521.0,5729.5289999999995,6000.0,1.0,AZ,278.64,1434.375,1437.998,0.9549215,3.0,14,0.21428571428571427
SP-145,2026-03-08,6234.26,5586.5019999999995,5766.0,7173.0,5586.5019999999995,5766.0,1.0,AZ,278.64,1401.875,1404.998,0.9688695802983003,4.0,14,0.2857142857142857
SP-145,2026-03-09,5633.449,5067.512,5254.0,6350.0,5067.512,5254.0,1.0,AZ,278.64,1267.375,1271.999,0.9645055196041111,5.0,14,0.35714285714285715
SP-145,2026-03-10,5018.71,4536.799,4514.0,5359.0,4536.799,4514.0,1.0,AZ,278.64,1110.124,1112.001,1.0050507310589278,4.0,14,0.2857142857142857
SP-145,2026-03-11,6453.252,5817.582,5829.0,7160.0,5817.582,5829.0,1.0,AZ,278.64,1454.0,1457.999,0.9980411734431293,5.0,14,0.35714285714285715
SP-146,2026-02-10,0.0,0.0,2724.0,3859.0,0.0,2724.0,1.0,MA,480.6,11.749,23.0,0.0,0.0,14,0.0
SP-146,2026-02-11,0.0,0.0,2360.0,3050.0,0.0,2360.0,1.0,MA,480.6,7.875,21.969,0.0,0.0,14,0.0
SP-146,2026-02-12,0.0,0.0,3749.0,5844.0,0.0,3749.0,1.0,MA,480.6,16.375,29.0,0.0,0.0,14,0.0
SP-146,2026-02-13,0.0,0.0,3914.0,6134.0,0.0,3914.0,1.0,MA,480.6,23.75,40.0,0.0,0.0,14,0.0
SP-146,2026-02-14,0.0,0.0,1310.0,1407.0,0.0,1310.0,1.0,MA,480.6,13.875,26.0,0.0,0.0,14,0.0
SP-146,2026-02-15,0.0,0.0,3923.0,6018.0,0.0,3923.0,1.0,MA,480.6,66.999,81.955,0.0,0.0,14,0.0
SP-146,2026-02-16,0.0,0.0,2565.0,3219.0,0.0,2565.0,1.0,MA,480.6,78.0,92.045,0.0,0.0,14,0.0
SP-146,2026-02-17,0.0,0.0,1063.0,1061.0,0.0,1063.0,1.0,MA,480.6,52.626000000000005,67.0,0.0,0.0,14,0.0
SP-146,2026-02-18,0.0,0.0,1023.0,995.0,0.0,1023.0,1.0,MA,480.6,48.25,64.0,0.0,0.0,14,0.0
SP-146,2026-02-19,0.0,0.0,3860.0,5639.0,0.0,3860.0,1.0,MA,480.6,290.75,307.0,0.0,0.0,14,0.0
SP-146,2026-02-20,0.0,0.0,850.0,838.0,0.0,850.0,1.0,MA,480.6,80.125,94.0,0.0,0.0,14,0.0
SP-146,2026-02-21,0.0,0.0,855.0,840.0,0.0,855.0,1.0,MA,480.6,4.5009999999999994,17.0,0.0,0.0,14,0.0
SP-146,2026-02-22,0.0,0.0,1383.0,1368.0,0.0,1383.0,1.0,MA,480.6,7.75,19.0,0.0,0.0,14,0.0
SP-146,2026-02-23,0.0,0.0,871.0,858.0,0.0,871.0,1.0,MA,480.6,11.5,26.973,0.0,0.0,14,0.0
SP-146,2026-02-24,0.0,0.0,4332.0,6270.0,0.0,4332.0,1.0,MA,480.6,23.500999999999998,36.027,0.0,0.0,14,0.0
SP-146,2026-02-25,0.0,0.0,2126.0,2463.0,0.0,2126.0,1.0,MA,480.6,12.75,26.0,0.0,0.0,14,0.0
SP-146,2026-02-26,0.0,0.0,4449.0,6345.0,0.0,4449.0,1.0,MA,480.6,29.876,45.0,0.0,0.0,14,0.0
SP-146,2026-02-27,0.0,0.0,4566.0,6541.0,0.0,4566.0,1.0,MA,480.6,81.875,98.0,0.0,0.0,14,0.0
SP-146,2026-02-28,0.0,0.0,4519.0,6435.0,0.0,4519.0,1.0,MA,480.6,219.498,234.001,0.0,0.0,14,0.0
SP-146,2026-03-01,0.0,0.0,2227.0,2893.0,0.0,2227.0,1.0,MA,480.6,180.125,198.0,0.0,0.0,14,0.0
SP-146,2026-03-02,0.0,0.0,4870.0,6880.0,0.0,4870.0,1.0,MA,480.6,426.749,443.998,0.0,0.0,14,0.0
SP-146,2026-03-03,0.0,0.0,1279.0,1417.0,0.0,1279.0,1.0,MA,480.6,127.375,141.0,0.0,0.0,14,0.0
SP-146,2026-03-04,0.0,0.0,4869.0,6790.0,0.0,4869.0,1.0,MA,480.6,451.126,469.001,0.0,0.0,14,0.0
SP-146,2026-03-05,0.0,0.0,1099.0,1079.0,0.0,1099.0,1.0,MA,480.6,201.875,217.0,0.0,0.0,14,0.0
SP-146,2026-03-06,0.0,0.0,1193.0,1162.0,0.0,1193.0,1.0,MA,480.6,195.915,213.0,0.0,0.0,14,0.0
SP-146,2026-03-07,0.0,0.0,1535.0,1495.0,0.0,1535.0,1.0,MA,480.6,329.251,345.99899999999997,0.0,0.0,14,0.0
SP-146,2026-03-08,0.0,0.0,1809.0,1790.0,0.0,1809.0,1.0,MA,480.6,518.249,536.0,0.0,0.0,14,0.0
SP-146,2026-03-09,0.0,0.0,5048.0,6852.0,0.0,5048.0,1.0,MA,480.6,1299.625,1324.0,0.0,0.0,14,0.0
SP-146,2026-03-10,0.0,0.0,4976.0,6669.0,0.0,4976.0,1.0,MA,480.6,1289.252,1317.0,0.0,0.0,14,0.0
SP-146,2026-03-11,0.0,0.0,4387.0,5643.0,0.0,4387.0,1.0,MA,480.6,1345.374,1372.0,0.0,0.0,14,0.0
SP-147,2026-02-10,0.0,0.0,2512.0,2995.0,0.0,2512.0,1.0,DE,1986.48,4440.999,2514.0,0.0,0.0,14,0.0
SP-147,2026-02-11,0.0,0.0,3409.0,4606.0,0.0,3409.0,1.0,DE,1986.48,4750.999,2684.002,0.0,0.0,14,0.0
SP-147,2026-02-12,0.0,0.0,3425.0,4516.0,0.0,3425.0,1.0,DE,1986.48,5175.999,2917.001,0.0,0.0,14,0.0
SP-147,2026-02-13,0.0,0.0,4311.0,6436.0,0.0,4311.0,1.0,DE,1986.48,6203.999,3506.001,0.0,0.0,14,0.0
SP-147,2026-02-14,0.0,0.0,3982.0,5700.0,0.0,3982.0,1.0,DE,1986.48,5395.0,3041.0,0.0,0.0,14,0.0
SP-147,2026-02-15,0.0,0.0,1644.0,1612.0,0.0,1644.0,1.0,DE,1986.48,2241.001,1266.0,0.0,0.0,14,0.0
SP-147,2026-02-16,0.0,0.0,2908.0,3409.0,0.0,2908.0,1.0,DE,1986.48,3064.999,1700.003,0.0,0.0,14,0.0
SP-147,2026-02-17,0.0,0.0,1982.0,2177.0,0.0,1982.0,1.0,DE,1986.48,2162.001,1226.999,0.0,0.0,14,0.0
SP-147,2026-02-18,0.0,0.0,1570.0,1518.0,0.0,1570.0,1.0,DE,1986.48,1791.972,990.999,0.0,0.0,14,0.0
SP-147,2026-02-19,0.0,0.0,1128.0,1098.0,0.0,1128.0,1.0,DE,1986.48,905.001,512.998,0.0,0.0,14,0.0
SP-147,2026-02-20,0.0,0.0,2643.0,3344.0,0.0,2643.0,1.0,DE,1986.48,3035.0,1743.998,0.0,0.0,14,0.0
SP-147,2026-02-21,0.0,0.0,4334.0,6051.0,0.0,4334.0,1.0,DE,1986.48,5071.9980000000005,2758.004,0.0,0.0,14,0.0
SP-147,2026-02-22,0.0,0.0,681.0,660.0,0.0,681.0,1.0,DE,1986.48,303.001,175.001,0.0,0.0,14,0.0
SP-147,2026-02-23,0.0,0.0,1529.0,1481.0,0.0,1529.0,1.0,DE,1986.48,0.0,0.0,0.0,0.0,14,0.0
SP-147,2026-02-24,0.0,0.0,4391.0,5945.0,0.0,4391.0,1.0,DE,1986.48,0.0,0.0,0.0,0.0,14,0.0
SP-147,2026-02-25,0.0,0.0,2405.0,2735.0,0.0,2405.0,1.0,DE,1986.48,394.841,257.108,0.0,0.0,14,0.0
SP-147,2026-02-26,0.0,0.0,1506.0,1461.0,0.0,1506.0,1.0,DE,1986.48,2869.999,1786.002,0.0,0.0,14,0.0
SP-147,2026-02-27,0.0,0.0,4532.0,6045.0,0.0,4532.0,1.0,DE,1986.48,5638.999,3310.999,0.0,0.0,14,0.0
SP-147,2026-02-28,0.0,0.0,4884.0,6705.0,0.0,4884.0,1.0,DE,1986.48,6028.999,3706.0,0.0,0.0,14,0.0
SP-147,2026-03-01,0.0,0.0,4271.0,5502.0,0.0,4271.0,1.0,DE,1986.48,5171.001,3176.005,0.0,0.0,14,0.0
SP-147,2026-03-02,0.0,0.0,2775.0,3218.0,0.0,2775.0,1.0,DE,1986.48,3180.0,1905.001,0.0,0.0,14,0.0
SP-147,2026-03-03,0.0,0.0,448.0,434.0,0.0,448.0,1.0,DE,1986.48,532.001,320.0,0.0,0.0,14,0.0
SP-147,2026-03-04,0.0,0.0,1136.0,1102.0,0.0,1136.0,1.0,DE,1986.48,1925.001,1176.002,0.0,0.0,14,0.0
SP-147,2026-03-05,0.0,0.0,1692.0,1651.0,0.0,1692.0,1.0,DE,1986.48,2242.0,1378.001,0.0,0.0,14,0.0
SP-147,2026-03-06,0.0,0.0,987.0,960.0,0.0,987.0,1.0,DE,1986.48,1351.999,822.999,0.0,0.0,14,0.0
SP-147,2026-03-07,0.0,0.0,1637.0,1609.0,0.0,1637.0,1.0,DE,1986.48,2245.001,1384.005,0.0,0.0,14,0.0
SP-147,2026-03-08,0.0,0.0,1814.0,1779.0,0.0,1814.0,1.0,DE,1986.48,2356.999,1464.0059999999999,0.0,0.0,14,0.0
SP-147,2026-03-09,0.0,0.0,5368.0,7020.0,0.0,5368.0,1.0,DE,1986.48,6548.0,3936.0,0.0,0.0,14,0.0
SP-147,2026-03-10,0.0,0.0,5369.0,6992.0,0.0,5369.0,1.0,DE,1986.48,6903.999,3926.9990000000003,0.0,0.0,14,0.0
SP-147,2026-03-11,0.0,0.0,3335.0,3828.0,0.0,3335.0,1.0,DE,1986.48,4856.0,2772.998,0.0,0.0,14,0.0
SP-150,2026-02-10,0.0,0.0,1524.0,2088.0,0.0,1524.0,1.0,MN,1235.0,2019.409,2070.995,0.0,0.0,14,0.0
SP-150,2026-02-11,0.0,0.0,3114.0,4937.0,0.0,3114.0,1.0,MN,1235.0,4592.94,4671.992,0.0,0.0,14,0.0
SP-150,2026-02-12,0.0,0.0,3249.0,5199.0,0.0,3249.0,1.0,MN,1235.0,4914.115,5005.004,0.0,0.0,14,0.0
SP-150,2026-02-13,0.0,0.0,3448.0,5634.0,0.0,3448.0,1.0,MN,1235.0,5434.8769999999995,5525.997,0.0,0.0,14,0.0
SP-150,2026-02-14,0.0,0.0,3500.0,5700.0,0.0,3500.0,1.0,MN,1235.0,5544.0,5637.003,0.0,0.0,14,0.0
SP-150,2026-02-15,0.0,0.0,3483.0,5558.0,0.0,3483.0,1.0,MN,1235.0,5509.089,5602.0,0.0,0.0,14,0.0
SP-150,2026-02-16,0.0,0.0,3493.0,5516.0,0.0,3493.0,1.0,MN,1235.0,5210.282,5299.005,0.0,0.0,14,0.0
SP-150,2026-02-17,0.0,0.0,1404.0,1525.0,0.0,1404.0,1.0,MN,1235.0,2359.869,2409.0009999999997,0.0,0.0,14,0.0
SP-150,2026-02-18,0.0,0.0,1007.0,987.0,0.0,1007.0,1.0,MN,1235.0,624.002,661.003,0.0,0.0,14,0.0
SP-150,2026-02-19,0.0,0.0,1680.0,1666.0,0.0,1680.0,1.0,MN,1235.0,2064.259,2111.998,0.0,0.0,14,0.0
SP-150,2026-02-20,0.0,0.0,1960.0,2190.0,0.0,1960.0,1.0,MN,1235.0,2209.372,2257.005,0.0,0.0,14,0.0
SP-150,2026-02-21,0.0,0.0,3736.0,5647.0,0.0,3736.0,1.0,MN,1235.0,6358.212,6474.997,0.0,0.0,14,0.0
SP-150,2026-02-22,0.0,0.0,2626.0,2937.0,0.0,2626.0,1.0,MN,1235.0,2802.166,2858.998,0.0,0.0,14,0.0
SP-150,2026-02-23,0.0,0.0,3626.0,5334.0,0.0,3626.0,1.0,MN,1235.0,6445.0,6562.0,0.0,0.0,14,0.0
SP-150,2026-02-24,0.0,0.0,2630.0,3563.0,0.0,2630.0,1.0,MN,1235.0,3371.677,3445.999,0.0,0.0,14,0.0
SP-150,2026-02-25,0.0,0.0,4225.0,6412.0,0.0,4225.0,1.0,MN,1235.0,7076.619,7206.004,0.0,0.0,14,0.0
SP-150,2026-02-26,0.0,0.0,3729.0,5288.0,0.0,3729.0,1.0,MN,1235.0,5448.0,5540.996999999999,0.0,0.0,14,0.0
SP-150,2026-02-27,0.0,0.0,4130.0,6097.0,0.0,4130.0,1.0,MN,1235.0,5864.179,5960.999,0.0,0.0,14,0.0
SP-150,2026-02-28,0.0,0.0,2328.0,2657.0,0.0,2328.0,1.0,MN,1235.0,2284.038,2336.002,0.0,0.0,14,0.0
SP-150,2026-03-01,0.0,0.0,4471.0,6624.0,0.0,4471.0,1.0,MN,1235.0,7278.028,7409.004,0.0,0.0,14,0.0
SP-150,2026-03-02,0.0,0.0,4001.0,5567.0,0.0,4001.0,1.0,MN,1235.0,4955.0,5050.0,0.0,0.0,14,0.0
SP-150,2026-03-03,0.0,0.0,4128.0,5835.0,0.0,4128.0,1.0,MN,1235.0,6411.5,6515.997,0.0,0.0,14,0.0
SP-150,2026-03-04,0.0,0.0,2704.0,3535.0,0.0,2704.0,1.0,MN,1235.0,4036.741,4111.001,0.0,0.0,14,0.0
SP-150,2026-03-05,0.0,0.0,2563.0,3050.0,0.0,2563.0,1.0,MN,1235.0,2993.941,3051.997,0.0,0.0,14,0.0
SP-150,2026-03-06,0.0,0.0,715.0,701.0,0.0,715.0,1.0,MN,1235.0,548.501,584.997,0.0,0.0,14,0.0
SP-150,2026-03-07,0.0,0.0,2199.0,2726.0,0.0,2199.0,1.0,MN,1235.0,2073.201,2137.002,0.0,0.0,14,0.0
SP-150,2026-03-08,0.0,0.0,2514.0,2791.0,0.0,2514.0,1.0,MN,1235.0,2624.5,2675.997,0.0,0.0,14,0.0
SP-150,2026-03-09,0.0,0.0,4662.0,6488.0,0.0,4662.0,1.0,MN,1235.0,6222.5,6326.0,0.0,0.0,14,0.0
SP-150,2026-03-10,0.0,0.0,1220.0,1246.0,0.0,1220.0,1.0,MN,1235.0,1426.5,1468.001,0.0,0.0,14,0.0
SP-150,2026-03-11,0.0,0.0,3852.0,4756.0,0.0,3852.0,1.0,MN,1235.0,5443.075,5550.9980000000005,0.0,0.0,14,0.0
SP-151,2026-02-10,0.0,0.0,1717.0,2241.0,0.0,1717.0,1.0,MN,1477.0,2658.311,2714.0009999999997,0.0,0.0,14,0.0
SP-151,2026-02-11,0.0,0.0,3299.0,5426.0,0.0,3299.0,1.0,MN,1477.0,5655.855,5751.999,0.0,0.0,14,0.0
SP-151,2026-02-12,0.0,0.0,3251.0,5177.0,0.0,3251.0,1.0,MN,1477.0,5671.941,5775.001,0.0,0.0,14,0.0
SP-151,2026-02-13,0.0,0.0,3453.0,5645.0,0.0,3453.0,1.0,MN,1477.0,6990.0,7113.003,0.0,0.0,14,0.0
SP-151,2026-02-14,0.0,0.0,3504.0,5707.0,0.0,3504.0,1.0,MN,1477.0,7057.0,7186.003,0.0,0.0,14,0.0
SP-151,2026-02-15,0.0,0.0,3505.0,5612.0,0.0,3505.0,1.0,MN,1477.0,7053.593,7176.997,0.0,0.0,14,0.0
SP-151,2026-02-16,0.0,0.0,3510.0,5562.0,0.0,3510.0,1.0,MN,1477.0,6717.331,6840.003,0.0,0.0,14,0.0
SP-151,2026-02-17,0.0,0.0,1234.0,1320.0,0.0,1234.0,1.0,MN,1477.0,3101.311,3158.003,0.0,0.0,14,0.0
SP-151,2026-02-18,0.0,0.0,979.0,958.0,0.0,979.0,1.0,MN,1477.0,769.0110000000001,806.002,0.0,0.0,14,0.0
SP-151,2026-02-19,0.0,0.0,1802.0,1938.0,0.0,1802.0,1.0,MN,1477.0,2407.998,2456.995,0.0,0.0,14,0.0
SP-151,2026-02-20,0.0,0.0,1791.0,1962.0,0.0,1791.0,1.0,MN,1477.0,2602.589,2650.0,0.0,0.0,14,0.0
SP-151,2026-02-21,0.0,0.0,3745.0,5709.0,0.0,3745.0,1.0,MN,1477.0,7376.329,7504.999,0.0,0.0,14,0.0
SP-151,2026-02-22,0.0,0.0,2577.0,2859.0,0.0,2577.0,1.0,MN,1477.0,3848.9629999999997,3914.999,0.0,0.0,14,0.0
SP-151,2026-02-23,0.0,0.0,3538.0,5204.0,0.0,3538.0,1.0,MN,1477.0,7167.586,7288.999,0.0,0.0,14,0.0
SP-151,2026-02-24,0.0,0.0,2522.0,3385.0,0.0,2522.0,1.0,MN,1477.0,3649.858,3720.0009999999997,0.0,0.0,14,0.0
SP-151,2026-02-25,0.0,0.0,4233.0,6431.0,0.0,4233.0,1.0,MN,1477.0,7609.209,7746.001,0.0,0.0,14,0.0
SP-151,2026-02-26,0.0,0.0,3732.0,5318.0,0.0,3732.0,1.0,MN,1477.0,6488.226,6597.9980000000005,0.0,0.0,14,0.0
SP-151,2026-02-27,0.0,0.0,4108.0,6047.0,0.0,4108.0,1.0,MN,1477.0,7165.499,7292.002,0.0,0.0,14,0.0
SP-151,2026-02-28,0.0,0.0,2376.0,2769.0,0.0,2376.0,1.0,MN,1477.0,3077.4199999999996,3137.0,0.0,0.0,14,0.0
SP-151,2026-03-01,0.0,0.0,4476.0,6637.0,0.0,4476.0,1.0,MN,1477.0,7864.7390000000005,8000.997,0.0,0.0,14,0.0
SP-151,2026-03-02,0.0,0.0,4091.0,5743.0,0.0,4091.0,1.0,MN,1477.0,6354.36,6473.0,0.0,0.0,14,0.0
SP-151,2026-03-03,0.0,0.0,4077.0,5714.0,0.0,4077.0,1.0,MN,1477.0,7118.5,7233.0019999999995,0.0,0.0,14,0.0
SP-151,2026-03-04,0.0,0.0,2737.0,3531.0,0.0,2737.0,1.0,MN,1477.0,4509.501,4587.995,0.0,0.0,14,0.0
SP-151,2026-03-05,0.0,0.0,2606.0,3117.0,0.0,2606.0,1.0,MN,1477.0,4063.779,4135.996,0.0,0.0,14,0.0
SP-151,2026-03-06,0.0,0.0,718.0,702.0,0.0,718.0,1.0,MN,1477.0,722.272,761.996,0.0,0.0,14,0.0
SP-151,2026-03-07,0.0,0.0,2116.0,2614.0,0.0,2116.0,1.0,MN,1477.0,2599.609,2661.001,0.0,0.0,14,0.0
SP-151,2026-03-08,0.0,0.0,2444.0,2683.0,0.0,2444.0,1.0,MN,1477.0,3319.5,3377.998,0.0,0.0,14,0.0
SP-151,2026-03-09,0.0,0.0,4681.0,6536.0,0.0,4681.0,1.0,MN,1477.0,7026.982,7150.998,0.0,0.0,14,0.0
SP-151,2026-03-10,0.0,0.0,1285.0,1316.0,0.0,1285.0,1.0,MN,1477.0,1853.5,1896.004,0.0,0.0,14,0.0
SP-151,2026-03-11,0.0,0.0,3248.0,3741.0,0.0,3248.0,1.0,MN,1477.0,5455.2390000000005,5562.999,0.0,0.0,14,0.0
SP-152,2026-02-10,0.0,0.0,1675.0,2173.0,0.0,1675.0,1.0,MN,1477.0,2845.701,2912.995,0.0,0.0,14,0.0
SP-152,2026-02-11,0.0,0.0,3302.0,5444.0,0.0,3302.0,1.0,MN,1477.0,5168.331,5267.0,0.0,0.0,14,0.0
SP-152,2026-02-12,0.0,0.0,3238.0,5147.0,0.0,3238.0,1.0,MN,1477.0,5196.92,5294.0,0.0,0.0,14,0.0
SP-152,2026-02-13,0.0,0.0,3449.0,5641.0,0.0,3449.0,1.0,MN,1477.0,6447.699,6569.002,0.0,0.0,14,0.0
SP-152,2026-02-14,0.0,0.0,3501.0,5700.0,0.0,3501.0,1.0,MN,1477.0,6498.576,6618.995,0.0,0.0,14,0.0
SP-152,2026-02-15,0.0,0.0,3489.0,5575.0,0.0,3489.0,1.0,MN,1477.0,6431.622,6551.997,0.0,0.0,14,0.0
SP-152,2026-02-16,0.0,0.0,3507.0,5554.0,0.0,3507.0,1.0,MN,1477.0,6114.961,6233.001,0.0,0.0,14,0.0
SP-152,2026-02-17,0.0,0.0,1214.0,1295.0,0.0,1214.0,1.0,MN,1477.0,2863.351,2924.0,0.0,0.0,14,0.0
SP-152,2026-02-18,0.0,0.0,941.0,923.0,0.0,941.0,1.0,MN,1477.0,619.103,664.0,0.0,0.0,14,0.0
SP-152,2026-02-19,0.0,0.0,1823.0,1959.0,0.0,1823.0,1.0,MN,1477.0,2242.098,2295.997,0.0,0.0,14,0.0
SP-152,2026-02-20,0.0,0.0,1816.0,1992.0,0.0,1816.0,1.0,MN,1477.0,2572.04,2626.002,0.0,0.0,14,0.0
SP-152,2026-02-21,0.0,0.0,3731.0,5674.0,0.0,3731.0,1.0,MN,1477.0,7310.556,7450.003,0.0,0.0,14,0.0
SP-152,2026-02-22,0.0,0.0,2570.0,2834.0,0.0,2570.0,1.0,MN,1477.0,3406.847,3472.998,0.0,0.0,14,0.0
SP-152,2026-02-23,0.0,0.0,3524.0,5211.0,0.0,3524.0,1.0,MN,1477.0,7033.093,7162.006,0.0,0.0,14,0.0
